ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
205556_at	4.07e-01	1.86e-01	1.3235251	-5.601703	0.17713757	MSX2	msh homeobox 2
65086_at	4.08e-01	1.86e-01	1.3231512	-5.602185	0.11443566	YIPF2	Yip1 domain family member 2
207388_s_at	4.08e-01	1.86e-01	-1.3229791	-5.602407	-0.10805243	PTGES	prostaglandin E synthase
220256_s_at	4.08e-01	1.86e-01	-1.3229713	-5.602417	-0.134949	OXCT2	3-oxoacid CoA-transferase 2
200645_at	4.08e-01	1.86e-01	-1.3229307	-5.602469	-0.06848137	GABARAP	GABA type A receptor-associated protein
221578_at	4.08e-01	1.87e-01	1.3226015	-5.602893	0.2151602	RASSF4	Ras association domain family member 4
202013_s_at	4.08e-01	1.87e-01	1.3225609	-5.602946	0.09307185	EXT2	exostosin glycosyltransferase 2
207840_at	4.08e-01	1.87e-01	-1.3225127	-5.603008	-0.11723921	CD160	CD160 molecule
204163_at	4.08e-01	1.87e-01	-1.3222679	-5.603323	-0.26829799	EMILIN1	elastin microfibril interfacer 1
215213_at	4.08e-01	1.87e-01	-1.3222433	-5.603355	-0.22260426	NUP54	nucleoporin 54
218358_at	4.08e-01	1.87e-01	1.3222072	-5.603402	0.09143186	CRELD2	cysteine rich with EGF like domains 2
219096_at	4.08e-01	1.87e-01	-1.3220816	-5.603563	-0.12721297	ARMC7	armadillo repeat containing 7
220776_at	4.08e-01	1.87e-01	-1.321889	-5.603811	-0.0839799	KCNJ14	potassium voltage-gated channel subfamily J member 14
221293_s_at	4.08e-01	1.87e-01	1.3213717	-5.604477	0.18197664	DEF6	DEF6, guanine nucleotide exchange factor
216184_s_at	4.08e-01	1.87e-01	-1.3212259	-5.604665	-0.16776541	RIMS1	regulating synaptic membrane exocytosis 1
207924_x_at	4.08e-01	1.87e-01	-1.3211704	-5.604737	-0.16771273	PAX8	paired box 8
209542_x_at	4.09e-01	1.87e-01	-1.3209781	-5.604984	-0.21027263	IGF1	insulin like growth factor 1
210258_at	4.09e-01	1.87e-01	1.3208006	-5.605213	0.27858541	RGS13	regulator of G-protein signaling 13
220428_at	4.09e-01	1.87e-01	1.3205575	-5.605525	0.15453703	CD207	CD207 molecule
217121_at	4.09e-01	1.87e-01	-1.3202422	-5.605931	-0.18664699	TNKS	tankyrase
204423_at	4.09e-01	1.87e-01	1.3201039	-5.606109	0.12892594	MKLN1	muskelin 1
217738_at	4.09e-01	1.87e-01	-1.3200964	-5.606118	-0.12122554	NAMPT	nicotinamide phosphoribosyltransferase
216085_at	4.09e-01	1.87e-01	1.3198838	-5.606392	0.19191097	OBSCN///DKFZP434C153	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF///DKFZP434C153 protein
38766_at	4.09e-01	1.88e-01	-1.3196122	-5.606741	-0.09808782	TMEM265///SRCAP	transmembrane protein 265///Snf2-related CREBBP activator protein
207870_at	4.09e-01	1.88e-01	-1.3193809	-5.607038	-0.1961729	AKAP9	A-kinase anchoring protein 9
221233_s_at	4.09e-01	1.88e-01	1.319212	-5.607255	0.20889133	FAM135A	family with sequence similarity 135 member A
201601_x_at	4.10e-01	1.88e-01	-1.31898	-5.607554	-0.18472678	IFITM2///IFITM1	interferon induced transmembrane protein 2///interferon induced transmembrane protein 1
212646_at	4.10e-01	1.88e-01	1.3187559	-5.607842	0.14592123	RFTN1	raftlin, lipid raft linker 1
205710_at	4.10e-01	1.88e-01	-1.3186078	-5.608032	-0.21747121	LRP2	LDL receptor related protein 2
207746_at	4.10e-01	1.88e-01	1.3185384	-5.608121	0.08951963	POLQ	DNA polymerase theta
205147_x_at	4.10e-01	1.88e-01	-1.3183937	-5.608307	-0.15512723	NCF4	neutrophil cytosolic factor 4
221405_at	4.10e-01	1.88e-01	-1.3183006	-5.608426	-0.13757824		
220771_at	4.10e-01	1.88e-01	-1.3182032	-5.608552	-0.27387856	LINC00328	long intergenic non-protein coding RNA 328
210353_s_at	4.10e-01	1.88e-01	1.3179911	-5.608824	0.15149254	SLC6A2	solute carrier family 6 member 2
221911_at	4.10e-01	1.88e-01	-1.317921	-5.608914	-0.27996454	ETV1	ETS variant 1
205946_at	4.10e-01	1.88e-01	-1.3178723	-5.608976	-0.1060364	VIPR2	vasoactive intestinal peptide receptor 2
218046_s_at	4.10e-01	1.88e-01	1.3178377	-5.609021	0.1690757	MRPS16	mitochondrial ribosomal protein S16
211301_at	4.10e-01	1.88e-01	-1.3175926	-5.609336	-0.13357356	KCND3	potassium voltage-gated channel subfamily D member 3
218920_at	4.11e-01	1.88e-01	-1.316995	-5.610103	-0.0779724	FAM193B	family with sequence similarity 193 member B
216499_at	4.11e-01	1.89e-01	-1.3167596	-5.610405	-0.09876789	LOC102723620	uncharacterized LOC102723620
217623_at	4.11e-01	1.89e-01	1.3165789	-5.610636	0.21061256	MYLK3	myosin light chain kinase 3
210495_x_at	4.11e-01	1.89e-01	-1.3165446	-5.61068	-0.24399894	FN1	fibronectin 1
214114_x_at	4.11e-01	1.89e-01	-1.3165437	-5.610682	-0.0755834	FASTK	Fas activated serine/threonine kinase
206833_s_at	4.11e-01	1.89e-01	1.3162828	-5.611016	0.0814364	LOC101927144///ACYP2	uncharacterized LOC101927144///acylphosphatase 2
214088_s_at	4.11e-01	1.89e-01	1.3161344	-5.611206	0.11585425	FUT3	fucosyltransferase 3 (Lewis blood group)
219945_at	4.11e-01	1.89e-01	-1.315981	-5.611403	-0.19097326	DDX25	DEAD-box helicase 25
206937_at	4.11e-01	1.89e-01	-1.3159654	-5.611423	-0.13585752	SPTA1	spectrin alpha, erythrocytic 1
40420_at	4.11e-01	1.89e-01	-1.3158879	-5.611523	-0.09215625	STK10	serine/threonine kinase 10
215607_x_at	4.11e-01	1.89e-01	-1.3156833	-5.611785	-0.14798993		
208375_at	4.11e-01	1.89e-01	-1.3155582	-5.611945	-0.19448182	IFNA1	interferon alpha 1
221153_s_at	4.11e-01	1.89e-01	1.3155288	-5.611983	0.20459293		
214332_s_at	4.11e-01	1.89e-01	-1.3152686	-5.612316	-0.11866184	TSFM	Ts translation elongation factor, mitochondrial
217658_at	4.11e-01	1.89e-01	1.3149753	-5.612692	0.13875056	THAP3	THAP domain containing 3
202914_s_at	4.11e-01	1.89e-01	1.3148885	-5.612803	0.10951231	ARHGEF11	Rho guanine nucleotide exchange factor 11
217269_s_at	4.12e-01	1.89e-01	-1.3146221	-5.613145	-0.09755351	TMPRSS15	transmembrane protease, serine 15
211202_s_at	4.12e-01	1.89e-01	-1.3145288	-5.613264	-0.08651124	KDM5B	lysine demethylase 5B
218013_x_at	4.12e-01	1.89e-01	-1.3143212	-5.61353	-0.08767411	DCTN4	dynactin subunit 4
208157_at	4.12e-01	1.89e-01	1.3142807	-5.613582	0.16194518	SIM2	single-minded family bHLH transcription factor 2
203451_at	4.12e-01	1.89e-01	-1.3141907	-5.613697	-0.07380282	LDB1	LIM domain binding 1
209595_at	4.12e-01	1.90e-01	1.3138612	-5.614119	0.15793465	GTF2F2	general transcription factor IIF subunit 2
206274_s_at	4.12e-01	1.90e-01	-1.3136789	-5.614352	-0.1429023	CROCC	ciliary rootlet coiled-coil, rootletin
217177_s_at	4.12e-01	1.90e-01	-1.3135731	-5.614488	-0.18279206	PTPRB	protein tyrosine phosphatase, receptor type B
210317_s_at	4.12e-01	1.90e-01	1.3133985	-5.614711	0.11962846	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
202484_s_at	4.12e-01	1.90e-01	1.3131037	-5.615088	0.08974753	MBD2	methyl-CpG binding domain protein 2
211570_s_at	4.12e-01	1.90e-01	-1.3130962	-5.615098	-0.21233747	RAPSN	receptor associated protein of the synapse
218317_x_at	4.12e-01	1.90e-01	-1.3130055	-5.615214	-0.16125771	SLX1A///SLX1B	SLX1 homolog A, structure-specific endonuclease subunit///SLX1 homolog B, structure-specific endonuclease subunit
212084_at	4.12e-01	1.90e-01	1.312905	-5.615343	0.1073804	TEX261	testis expressed 261
204514_at	4.12e-01	1.90e-01	1.3128784	-5.615377	0.09562379	DPH2	DPH2 homolog
212883_at	4.12e-01	1.90e-01	1.3128585	-5.615402	0.19964357		
213758_at	4.12e-01	1.90e-01	1.3125909	-5.615744	0.15434226	COX4I1	cytochrome c oxidase subunit 4I1
202794_at	4.12e-01	1.90e-01	1.3125235	-5.615831	0.08659795	INPP1	inositol polyphosphate-1-phosphatase
207808_s_at	4.12e-01	1.90e-01	1.3124612	-5.61591	0.22895404	PROS1	protein S (alpha)
221396_at	4.12e-01	1.90e-01	-1.3124351	-5.615944	-0.17011057	TAS2R7	taste 2 receptor member 7
201677_at	4.12e-01	1.90e-01	1.3123836	-5.616009	0.06147682	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific
221418_s_at	4.13e-01	1.90e-01	-1.3122014	-5.616242	-0.14934279	MED16	mediator complex subunit 16
211133_x_at	4.13e-01	1.90e-01	-1.3121681	-5.616285	-0.17292791	LILRB3	leukocyte immunoglobulin like receptor B3
221715_at	4.13e-01	1.90e-01	-1.3121388	-5.616322	-0.19395879		
203147_s_at	4.13e-01	1.90e-01	1.3121045	-5.616366	0.09137353	TRIM14	tripartite motif containing 14
213322_at	4.13e-01	1.90e-01	-1.3118472	-5.616695	-0.08649564	OARD1	O-acyl-ADP-ribose deacylase 1
209308_s_at	4.13e-01	1.90e-01	1.3113979	-5.617269	0.12039106	BNIP2	BCL2 interacting protein 2
210963_s_at	4.13e-01	1.90e-01	1.3111123	-5.617634	0.15547391	GYG2	glycogenin 2
211564_s_at	4.13e-01	1.90e-01	1.311112	-5.617635	0.21162402	PDLIM4	PDZ and LIM domain 4
220365_at	4.13e-01	1.91e-01	-1.3108525	-5.617966	-0.19087354	ALLC	allantoicase
207720_at	4.13e-01	1.91e-01	1.3107581	-5.618087	0.17465623	LOR	loricrin
205155_s_at	4.13e-01	1.91e-01	1.3107455	-5.618103	0.20257975	SPTBN2	spectrin beta, non-erythrocytic 2
205463_s_at	4.14e-01	1.91e-01	-1.3101667	-5.618842	-0.15307163	PDGFA	platelet derived growth factor subunit A
200621_at	4.14e-01	1.91e-01	-1.3098628	-5.61923	-0.09750582	CSRP1	cysteine and glycine rich protein 1
212930_at	4.14e-01	1.91e-01	-1.3097735	-5.619344	-0.23036073	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
57163_at	4.14e-01	1.91e-01	1.3097306	-5.619398	0.07466003	MIR6734///ELOVL1	microRNA 6734///ELOVL fatty acid elongase 1
215702_s_at	4.14e-01	1.91e-01	-1.3097071	-5.619428	-0.19938251	CFTR	cystic fibrosis transmembrane conductance regulator
209410_s_at	4.14e-01	1.91e-01	1.3096442	-5.619509	0.08963148	GRB10	growth factor receptor bound protein 10
208657_s_at	4.14e-01	1.91e-01	1.309565	-5.61961	0.1546881	SEPT9	septin 9
204852_s_at	4.14e-01	1.91e-01	1.3095586	-5.619618	0.11333655	PTPN7	protein tyrosine phosphatase, non-receptor type 7
201371_s_at	4.14e-01	1.91e-01	-1.309407	-5.619811	-0.05902337	CUL3	cullin 3
220270_at	4.14e-01	1.91e-01	1.3093108	-5.619934	0.18990958	RNF17	ring finger protein 17
208485_x_at	4.14e-01	1.91e-01	1.309246	-5.620017	0.09033142	CFLAR	CASP8 and FADD like apoptosis regulator
44669_at	4.14e-01	1.91e-01	1.3088625	-5.620506	0.08265043	SDHAF1	succinate dehydrogenase complex assembly factor 1
219361_s_at	4.14e-01	1.91e-01	1.3087759	-5.620616	0.12348903	AEN	apoptosis enhancing nuclease
217540_at	4.14e-01	1.91e-01	-1.3086255	-5.620808	-0.20570327	NXPE3	neurexophilin and PC-esterase domain family member 3
210822_at	4.14e-01	1.91e-01	1.3085111	-5.620954	0.15386696	RPL13P5///LRRC23	ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23
221747_at	4.14e-01	1.91e-01	1.3084504	-5.621031	0.15177229	TNS1	tensin 1
205025_at	4.14e-01	1.91e-01	-1.308411	-5.621082	-0.21126631	ZBTB48	zinc finger and BTB domain containing 48
50374_at	4.14e-01	1.91e-01	-1.3083782	-5.621123	-0.08175057	OXLD1	oxidoreductase like domain containing 1
209030_s_at	4.14e-01	1.91e-01	1.3082143	-5.621332	0.13010134	CADM1	cell adhesion molecule 1
217229_at	4.14e-01	1.91e-01	-1.3081529	-5.621411	-0.22628679	ASB4	ankyrin repeat and SOCS box containing 4
211091_s_at	4.14e-01	1.91e-01	1.308119	-5.621454	0.24473414	NF2	neurofibromin 2
65630_at	4.14e-01	1.91e-01	-1.3080765	-5.621508	-0.0994129	TMEM80	transmembrane protein 80
216457_s_at	4.14e-01	1.91e-01	1.3080038	-5.6216	0.07259545	SF3A1	splicing factor 3a subunit 1
208604_s_at	4.15e-01	1.92e-01	1.3076684	-5.622028	0.15809027	HOXA3	homeobox A3
204597_x_at	4.15e-01	1.92e-01	-1.3076633	-5.622034	-0.27620619	STC1	stanniocalcin 1
222059_at	4.15e-01	1.92e-01	-1.3073686	-5.62241	-0.15818218	ZNF335	zinc finger protein 335
221058_s_at	4.15e-01	1.92e-01	1.3073121	-5.622482	0.08810227	CKLF	chemokine like factor
211906_s_at	4.15e-01	1.92e-01	-1.3067587	-5.623187	-0.24294285	SERPINB4	serpin family B member 4
212424_at	4.15e-01	1.92e-01	1.3066194	-5.623364	0.08607081	PDCD11	programmed cell death 11
207464_at	4.15e-01	1.92e-01	-1.3065395	-5.623466	-0.09644328	AHCYL1	adenosylhomocysteinase like 1
53071_s_at	4.15e-01	1.92e-01	1.3064275	-5.623608	0.10744687	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3
216039_at	4.15e-01	1.92e-01	1.3062958	-5.623776	0.22000522	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
217336_at	4.16e-01	1.92e-01	1.3058372	-5.624359	0.08582933		
210390_s_at	4.16e-01	1.92e-01	-1.3057367	-5.624487	-0.21748658	CCL15-CCL14///CCL15	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 15
221821_s_at	4.16e-01	1.92e-01	1.3055941	-5.624669	0.09985316	KANSL2	KAT8 regulatory NSL complex subunit 2
216842_x_at	4.16e-01	1.92e-01	-1.3054962	-5.624793	-0.10521634		
202774_s_at	4.16e-01	1.92e-01	-1.3050351	-5.62538	-0.061939	SFSWAP	splicing factor SWAP homolog
211720_x_at	4.16e-01	1.93e-01	-1.3047943	-5.625686	-0.07253391	RPLP0	ribosomal protein lateral stalk subunit P0
207133_x_at	4.16e-01	1.93e-01	-1.3046107	-5.625919	-0.12543503	ALPK1	alpha kinase 1
216681_at	4.17e-01	1.93e-01	1.3040136	-5.626678	0.18764742		
213436_at	4.17e-01	1.93e-01	-1.3038968	-5.626826	-0.18440753	CNR1	cannabinoid receptor 1
217582_at	4.17e-01	1.93e-01	-1.3038901	-5.626835	-0.18911468		
212448_at	4.17e-01	1.93e-01	-1.3036725	-5.627111	-0.22688056	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
201723_s_at	4.17e-01	1.93e-01	1.3035856	-5.627222	0.07918164	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
211651_s_at	4.17e-01	1.93e-01	1.3035524	-5.627264	0.29657839	LAMB1	laminin subunit beta 1
216995_x_at	4.17e-01	1.93e-01	-1.3035225	-5.627302	-0.20527678	MKRN2	makorin ring finger protein 2
216729_at	4.17e-01	1.93e-01	-1.3035201	-5.627305	-0.21219917		
212328_at	4.17e-01	1.93e-01	-1.3035195	-5.627306	-0.20811889	LIMCH1	LIM and calponin homology domains 1
212249_at	4.17e-01	1.93e-01	-1.3033345	-5.627541	-0.11657568	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
208537_at	4.17e-01	1.93e-01	1.3033203	-5.627559	0.0882419	S1PR2	sphingosine-1-phosphate receptor 2
214155_s_at	4.17e-01	1.93e-01	-1.3030748	-5.62787	-0.19256468	LARP4	La ribonucleoprotein domain family member 4
210752_s_at	4.17e-01	1.93e-01	1.3030731	-5.627873	0.08967675	MLX	MLX, MAX dimerization protein
205098_at	4.17e-01	1.93e-01	1.302527	-5.628566	0.13257626	CCR1	C-C motif chemokine receptor 1
200923_at	4.17e-01	1.93e-01	-1.3025031	-5.628596	-0.17658169	LGALS3BP	galectin 3 binding protein
214619_at	4.17e-01	1.93e-01	1.3024934	-5.628609	0.14952598	CRHR1	corticotropin releasing hormone receptor 1
209113_s_at	4.17e-01	1.93e-01	-1.3024786	-5.628627	-0.10189877	HMG20B	high mobility group 20B
216186_at	4.17e-01	1.93e-01	1.3024737	-5.628633	0.127505		
36612_at	4.17e-01	1.93e-01	1.3024063	-5.628719	0.20270677	FAM168A	family with sequence similarity 168 member A
218222_x_at	4.17e-01	1.93e-01	1.3023298	-5.628816	0.1680183	ARNT	aryl hydrocarbon receptor nuclear translocator
215047_at	4.17e-01	1.93e-01	-1.3023034	-5.62885	-0.3748667	TRIM58	tripartite motif containing 58
212737_at	4.17e-01	1.93e-01	-1.3021482	-5.629047	-0.10276658	GM2A	GM2 ganglioside activator
219642_s_at	4.17e-01	1.93e-01	-1.3021441	-5.629052	-0.166016	PEX5L	peroxisomal biogenesis factor 5 like
211960_s_at	4.17e-01	1.93e-01	1.3020927	-5.629117	0.08817268	RAB7A	RAB7A, member RAS oncogene family
220566_at	4.17e-01	1.94e-01	-1.3019963	-5.629239	-0.07579988	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
217631_at	4.17e-01	1.94e-01	1.3017981	-5.629491	0.21931926	GTPBP4	GTP binding protein 4
205559_s_at	4.17e-01	1.94e-01	-1.301785	-5.629507	-0.17364221	PCSK5	proprotein convertase subtilisin/kexin type 5
200599_s_at	4.17e-01	1.94e-01	1.3016214	-5.629715	0.08284857	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
213377_x_at	4.17e-01	1.94e-01	1.3015188	-5.629845	0.0964698	RPS12	ribosomal protein S12
221009_s_at	4.17e-01	1.94e-01	1.3014089	-5.629984	0.22137344	ANGPTL4	angiopoietin like 4
215813_s_at	4.17e-01	1.94e-01	-1.3012999	-5.630123	-0.08531451	PTGS1	prostaglandin-endoperoxide synthase 1
207692_s_at	4.17e-01	1.94e-01	1.3011155	-5.630356	0.10753113	ACAN	aggrecan
43934_at	4.17e-01	1.94e-01	-1.301074	-5.630409	-0.07272466	GPR137	G protein-coupled receptor 137
213942_at	4.17e-01	1.94e-01	-1.3010455	-5.630445	-0.16766024	MEGF6	multiple EGF like domains 6
AFFX-r2-Hs18SrRNA-3_s_at	4.17e-01	1.94e-01	-1.3010433	-5.630448	-0.25470607		
204101_at	4.17e-01	1.94e-01	-1.3010089	-5.630491	-0.18080891	MTM1	myotubularin 1
203802_x_at	4.17e-01	1.94e-01	1.3009726	-5.630538	0.13463437	NSUN5	NOP2/Sun RNA methyltransferase family member 5
211437_at	4.17e-01	1.94e-01	1.3009434	-5.630574	0.19545887		
208131_s_at	4.17e-01	1.94e-01	1.3008628	-5.630677	0.1948426	PTGIS	prostaglandin I2 (prostacyclin) synthase
210435_at	4.17e-01	1.94e-01	1.3008134	-5.630739	0.23549853	ARL17B///ARL17A	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
207495_at	4.17e-01	1.94e-01	1.3007701	-5.630794	0.20347965	RAB28	RAB28, member RAS oncogene family
212074_at	4.17e-01	1.94e-01	1.3007652	-5.6308	0.09556093	SUN1	Sad1 and UNC84 domain containing 1
220999_s_at	4.17e-01	1.94e-01	-1.300662	-5.630931	-0.15580293	CYFIP2	cytoplasmic FMR1 interacting protein 2
212373_at	4.17e-01	1.94e-01	-1.3006266	-5.630976	-0.1153177	FEM1B	fem-1 homolog B
202608_s_at	4.17e-01	1.94e-01	-1.3005404	-5.631085	-0.17653031	NDST1	N-deacetylase and N-sulfotransferase 1
205564_at	4.17e-01	1.94e-01	-1.3004396	-5.631213	-0.19148933	PAGE4	PAGE family member 4
210965_x_at	4.17e-01	1.94e-01	1.3004315	-5.631223	0.16834424	CDK13	cyclin dependent kinase 13
203364_s_at	4.17e-01	1.94e-01	-1.3002315	-5.631477	-0.06501231	ATG13	autophagy related 13
201857_at	4.18e-01	1.94e-01	1.300073	-5.631677	0.06152948	ZFR	zinc finger RNA binding protein
211783_s_at	4.18e-01	1.94e-01	-1.3000418	-5.631717	-0.08490339	MTA1	metastasis associated 1
204877_s_at	4.18e-01	1.94e-01	-1.2999261	-5.631863	-0.19455044	TAOK2	TAO kinase 2
207886_s_at	4.18e-01	1.94e-01	1.2998889	-5.631911	0.18864999	CALCR	calcitonin receptor
200677_at	4.18e-01	1.94e-01	1.2998291	-5.631986	0.08288108	PTTG1IP	pituitary tumor-transforming 1 interacting protein
209758_s_at	4.18e-01	1.94e-01	-1.2997424	-5.632096	-0.16467956	MFAP5	microfibrillar associated protein 5
201137_s_at	4.18e-01	1.94e-01	1.2996456	-5.632219	0.17318614	HLA-DPB1	major histocompatibility complex, class II, DP beta 1
209090_s_at	4.18e-01	1.94e-01	-1.299554	-5.632335	-0.07502062	SH3GLB1	SH3 domain containing GRB2 like endophilin B1
215904_at	4.18e-01	1.94e-01	-1.2995523	-5.632337	-0.21499446	AFDN	afadin, adherens junction formation factor
213835_x_at	4.18e-01	1.94e-01	-1.2995037	-5.632398	-0.08428463	GTPBP3	GTP binding protein 3 (mitochondrial)
216025_x_at	4.18e-01	1.94e-01	-1.2994857	-5.632421	-0.0909113	CYP2C9	cytochrome P450 family 2 subfamily C member 9
208118_x_at	4.18e-01	1.94e-01	-1.2994422	-5.632476	-0.08024211	LOC101060604///SMG1P3///SLC7A5P2///SLC7A5P1	putative L-type amino acid transporter 1-like protein IMAA///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///solute carrier family 7 member 5 pseudogene 2///solute carrier family 7 member 5 pseudogene 1
209456_s_at	4.18e-01	1.94e-01	-1.2994185	-5.632506	-0.09499898	FBXW11	F-box and WD repeat domain containing 11
220597_s_at	4.18e-01	1.94e-01	-1.2992942	-5.632664	-0.07944971	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
208490_x_at	4.18e-01	1.95e-01	1.2988191	-5.633265	0.16936896	HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg
206885_x_at	4.18e-01	1.95e-01	-1.2987498	-5.633353	-0.09725115	GH1	growth hormone 1
220463_at	4.18e-01	1.95e-01	-1.2986562	-5.633471	-0.1005721	TRPM3	transient receptor potential cation channel subfamily M member 3
206583_at	4.18e-01	1.95e-01	1.2985639	-5.633588	0.14673256	KRBOX4	KRAB box domain containing 4
211255_x_at	4.18e-01	1.95e-01	1.2984193	-5.633771	0.09406712	DEDD	death effector domain containing
219825_at	4.18e-01	1.95e-01	1.2983891	-5.633809	0.22116288	CYP26B1	cytochrome P450 family 26 subfamily B member 1
200764_s_at	4.18e-01	1.95e-01	-1.2982208	-5.634022	-0.07802557	CTNNA1	catenin alpha 1
203398_s_at	4.18e-01	1.95e-01	1.2982087	-5.634037	0.17399648	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
215366_at	4.18e-01	1.95e-01	-1.2981967	-5.634053	-0.07750482	SNX13	sorting nexin 13
220757_s_at	4.18e-01	1.95e-01	-1.2980987	-5.634176	-0.12331919	MIR4746///UBXN6	microRNA 4746///UBX domain protein 6
208882_s_at	4.18e-01	1.95e-01	1.2978607	-5.634478	0.08400686	UBR5	ubiquitin protein ligase E3 component n-recognin 5
205278_at	4.18e-01	1.95e-01	-1.2975849	-5.634826	-0.25682285	GAD1	glutamate decarboxylase 1
47553_at	4.18e-01	1.95e-01	1.297583	-5.634829	0.21828237	WHRN	whirlin
215194_at	4.18e-01	1.95e-01	1.297529	-5.634897	0.13627334	PRKCA	protein kinase C alpha
206738_at	4.18e-01	1.95e-01	-1.2975044	-5.634928	-0.07044039	APOC4-APOC2///APOC4///APOC2	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2
212073_at	4.18e-01	1.95e-01	-1.2973249	-5.635155	-0.14481831	CSNK2A1	casein kinase 2 alpha 1
219039_at	4.19e-01	1.95e-01	1.2969156	-5.635672	0.14082758	SEMA4C	semaphorin 4C
217218_at	4.19e-01	1.95e-01	1.2967535	-5.635877	0.16505548	WAPL	WAPL cohesin release factor
201343_at	4.19e-01	1.95e-01	-1.2964922	-5.636207	-0.05311565	UBE2D2	ubiquitin conjugating enzyme E2 D2
204950_at	4.19e-01	1.95e-01	-1.296371	-5.63636	-0.08057891	CARD8	caspase recruitment domain family member 8
218944_at	4.19e-01	1.96e-01	-1.29618	-5.636602	-0.23356999	PYCRL	pyrroline-5-carboxylate reductase-like
220604_x_at	4.19e-01	1.96e-01	-1.2961557	-5.636632	-0.17087241	FTCD	formimidoyltransferase cyclodeaminase
218453_s_at	4.19e-01	1.96e-01	-1.2960654	-5.636746	-0.08232011	TMEM242	transmembrane protein 242
218607_s_at	4.19e-01	1.96e-01	-1.2959172	-5.636934	-0.052276	SDAD1	SDA1 domain containing 1
210631_at	4.19e-01	1.96e-01	-1.2956221	-5.637306	-0.2086024	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
208077_at	4.19e-01	1.96e-01	1.2953049	-5.637706	0.16293115	C9orf38	chromosome 9 open reading frame 38
